date,channel,is_promotion_day,promotion_name,traffic,orders,gmv,conversion_rate,average_order_value,refund_rate
2025-02-06,WeChat Content,False,,4159,178,66832.52,0.0428,375.46,0.061
2025-02-06,Private Community,False,,6502,330,127623.17,0.0508,386.74,0.0778
2025-02-06,Organic App Traffic,False,,10808,335,125221.56,0.031,373.8,0.0847
2025-02-07,Store Referral,False,,6313,210,82936.23,0.0333,394.93,0.0726
2025-02-07,SMS Marketing,False,,4071,177,67571.87,0.0435,381.76,0.0627
2025-02-07,WeChat Content,False,,3996,151,60187.6,0.0378,398.59,0.0852
2025-02-07,Private Community,False,,6005,300,108649.76,0.05,362.17,0.0796
2025-02-07,Organic App Traffic,False,,9797,300,122636.27,0.0306,408.79,0.078
2025-02-08,Store Referral,False,,5133,160,54549.29,0.0312,340.93,0.0691
2025-02-08,SMS Marketing,False,,3005,114,40472.3,0.0379,355.02,0.0817
2025-02-08,WeChat Content,False,,3881,141,51839.52,0.0363,367.66,0.08
2025-02-08,Private Community,False,,4526,231,73881.67,0.051,319.83,0.0605
2025-02-08,Organic App Traffic,False,,6888,198,64076.06,0.0287,323.62,0.08
2025-02-09,Store Referral,False,,4534,141,48304.43,0.0311,342.58,0.095
2025-02-09,SMS Marketing,False,,2778,102,32958.88,0.0367,323.13,0.0671
2025-02-09,WeChat Content,False,,3279,119,40087.99,0.0363,336.87,0.0815
2025-02-09,Private Community,False,,3815,186,55595.46,0.0488,298.9,0.0771
2025-02-09,Organic App Traffic,False,,5633,167,54033.85,0.0296,323.56,0.1006
2025-02-10,Store Referral,False,,3773,121,39890.55,0.0321,329.67,0.08
2025-02-10,SMS Marketing,False,,1893,76,25023.96,0.0401,329.26,0.0592
2025-02-10,WeChat Content,False,,2622,84,24186.35,0.032,287.93,0.084
2025-02-10,Private Community,False,,3206,128,31348.69,0.0399,244.91,0.0727
2025-02-10,Organic App Traffic,False,,5402,133,38042.48,0.0246,286.03,0.0752
2025-02-11,Store Referral,False,,3259,91,21658.77,0.0279,238.01,0.0503
2025-02-11,SMS Marketing,False,,1881,62,16086.29,0.033,259.46,0.0653
2025-02-11,WeChat Content,False,,1826,57,14499.8,0.0312,254.38,0.0823
2025-02-11,Private Community,False,,2479,107,25086.02,0.0432,234.45,0.0715
2025-02-11,Organic App Traffic,False,,4489,106,28709.94,0.0236,270.85,0.0943
2025-02-12,Store Referral,False,,4094,120,49072.49,0.0293,408.94,0.0508
2025-02-12,SMS Marketing,False,,2507,104,36336.09,0.0415,349.39,0.0819
2025-02-12,WeChat Content,False,,2864,96,37875.6,0.0335,394.54,0.0701
2025-02-12,Private Community,False,,3738,183,72159.11,0.049,394.31,0.0771
2025-02-12,Organic App Traffic,False,,5512,147,53827.56,0.0267,366.17,0.1128
2025-02-13,Store Referral,False,,4616,132,51315.63,0.0286,388.75,0.0873
2025-02-13,SMS Marketing,False,,2571,105,43953.86,0.0408,418.61,0.1102
2025-02-13,WeChat Content,False,,3032,96,42727.7,0.0317,445.08,0.0805
2025-02-13,Private Community,False,,4167,190,71474.14,0.0456,376.18,0.075
2025-02-13,Organic App Traffic,False,,6290,169,67068.27,0.0269,396.85,0.0929
2025-02-14,Store Referral,True,Valentine Sale,4517,120,46563.13,0.0266,388.03,0.0812
2025-02-14,SMS Marketing,True,Valentine Sale,2921,116,45279.24,0.0397,390.34,0.102
2025-02-14,WeChat Content,True,Valentine Sale,3078,99,42900.49,0.0322,433.34,0.0883
2025-02-14,Private Community,True,Valentine Sale,4746,185,72738.87,0.039,393.18,0.0938
2025-02-14,Organic App Traffic,True,Valentine Sale,8435,218,89498.92,0.0258,410.55,0.0925
2025-02-15,Store Referral,False,,5518,169,67651.58,0.0306,400.31,0.0767
2025-02-15,SMS Marketing,False,,2577,99,39258.03,0.0384,396.55,0.0783
2025-02-15,WeChat Content,False,,3515,105,42403.78,0.0299,403.85,0.0945
2025-02-15,Private Community,False,,4184,182,70281.29,0.0435,386.16,0.0771
2025-02-15,Organic App Traffic,False,,8547,197,74601.37,0.023,378.69,0.0824
2025-02-16,Store Referral,False,,4374,125,54310.12,0.0286,434.48,0.0963
2025-02-16,SMS Marketing,False,,3121,123,52023.1,0.0394,422.95,0.0791
2025-02-16,WeChat Content,False,,3940,125,56914.94,0.0317,455.32,0.0813
2025-02-16,Private Community,False,,4062,162,68795.02,0.0399,424.66,0.0716
2025-02-16,Organic App Traffic,False,,7689,192,79778.57,0.025,415.51,0.0615
2025-02-17,Store Referral,False,,5372,183,70508.3,0.0341,385.29,0.0839
2025-02-17,SMS Marketing,False,,2761,116,47032.47,0.042,405.45,0.0712
2025-02-17,WeChat Content,False,,3559,137,55615.87,0.0385,405.96,0.0899
2025-02-17,Private Community,False,,4170,180,73886.56,0.0432,410.48,0.0789
2025-02-17,Organic App Traffic,False,,6946,179,71805.02,0.0258,401.15,0.1064
2025-02-18,Store Referral,False,,4659,137,36214.29,0.0294,264.34,0.0834
2025-02-18,SMS Marketing,False,,2593,117,34378.69,0.0451,293.83,0.1033
2025-02-18,WeChat Content,False,,2980,107,28472.37,0.0359,266.1,0.082
2025-02-18,Private Community,False,,3538,174,45233.39,0.0492,259.96,0.0803
2025-02-18,Organic App Traffic,False,,5992,176,46606.63,0.0294,264.81,0.0669
2025-02-19,Store Referral,False,,4446,154,36388.55,0.0346,236.29,0.0852
2025-02-19,SMS Marketing,False,,2695,118,29885.46,0.0438,253.27,0.0963
2025-02-19,WeChat Content,False,,2823,103,25353.26,0.0365,246.15,0.0746
2025-02-19,Private Community,False,,3514,166,43488.59,0.0472,261.98,0.0851
2025-02-19,Organic App Traffic,False,,6335,164,40034.58,0.0259,244.11,0.0904
2025-02-20,Store Referral,False,,3990,148,35594.98,0.0371,240.51,0.079
2025-02-20,SMS Marketing,False,,2384,99,27471.9,0.0415,277.49,0.088
2025-02-20,WeChat Content,False,,3201,112,24260.98,0.035,216.62,0.0817
2025-02-20,Private Community,False,,3030,160,42377.02,0.0528,264.86,0.0892
2025-02-20,Organic App Traffic,False,,5483,170,46516.65,0.031,273.63,0.0843
2025-02-21,Store Referral,False,,4210,139,39361.67,0.033,283.18,0.0878
2025-02-21,SMS Marketing,False,,2776,105,26711.5,0.0378,254.4,0.0908
2025-02-21,WeChat Content,False,,2939,111,28180.07,0.0378,253.87,0.0836
2025-02-21,Private Community,False,,3876,186,49339.79,0.048,265.27,0.1036
2025-02-21,Organic App Traffic,False,,6109,168,42639.75,0.0275,253.81,0.0967
2025-02-22,Store Referral,False,,5463,166,43914.77,0.0304,264.55,0.0747
2025-02-22,SMS Marketing,False,,2594,101,27647.75,0.0389,273.74,0.0855
2025-02-22,WeChat Content,False,,3161,115,34818.57,0.0364,302.77,0.0874
2025-02-22,Private Community,False,,4029,163,47404.79,0.0405,290.83,0.0741
2025-02-22,Organic App Traffic,False,,6016,152,42219.31,0.0253,277.76,0.0672
2025-02-23,Store Referral,False,,3383,83,26789.54,0.0245,322.77,0.0732
2025-02-23,SMS Marketing,False,,1972,67,23208.15,0.034,346.39,0.1108
2025-02-23,WeChat Content,False,,2171,55,18458.39,0.0253,335.61,0.0865
2025-02-23,Private Community,False,,2490,88,31917.08,0.0353,362.69,0.0742
2025-02-23,Organic App Traffic,False,,4366,93,30619.43,0.0213,329.24,0.0886
2025-02-24,Store Referral,False,,2818,76,27633.03,0.027,363.59,0.0599
2025-02-24,SMS Marketing,False,,1663,68,25136.95,0.0409,369.66,0.0914
2025-02-24,WeChat Content,False,,1891,55,20038.39,0.0291,364.33,0.1036
2025-02-24,Private Community,False,,2253,86,30206.06,0.0382,351.23,0.0898
2025-02-24,Organic App Traffic,False,,3565,79,28048.45,0.0222,355.04,0.0894
2025-02-25,Store Referral,False,,2620,70,24549.97,0.0267,350.71,0.0867
2025-02-25,SMS Marketing,False,,1918,72,22717.8,0.0375,315.53,0.0962
2025-02-25,WeChat Content,False,,1934,63,19205.44,0.0326,304.85,0.0703
2025-02-25,Private Community,False,,2081,85,30190.86,0.0408,355.19,0.053
2025-02-25,Organic App Traffic,False,,4392,108,36410.82,0.0246,337.14,0.0751
2025-02-26,Store Referral,False,,3144,103,22983.99,0.0328,223.15,0.079
2025-02-26,SMS Marketing,False,,2000,80,18550.23,0.04,231.88,0.0866
2025-02-26,WeChat Content,False,,2326,77,18388.96,0.0331,238.82,0.0742
2025-02-26,Private Community,False,,2581,105,24447.92,0.0407,232.84,0.0881
2025-02-26,Organic App Traffic,False,,4715,116,23763.52,0.0246,204.86,0.0502
2025-02-27,Store Referral,False,,3462,108,24394.28,0.0312,225.87,0.0784
2025-02-27,SMS Marketing,False,,2128,85,19123.77,0.0399,224.99,0.0578
2025-02-27,WeChat Content,False,,2279,74,15107.53,0.0325,204.16,0.0726
2025-02-27,Private Community,False,,2827,130,29759.99,0.046,228.92,0.0898
2025-02-27,Organic App Traffic,False,,4317,114,25552.75,0.0264,224.15,0.0981
2025-02-28,Store Referral,False,,3764,119,27815.85,0.0316,233.75,0.0815
2025-02-28,SMS Marketing,False,,2459,95,23144.1,0.0386,243.62,0.1056
2025-02-28,WeChat Content,False,,2392,93,19996.52,0.0389,215.02,0.1018
2025-02-28,Private Community,False,,2378,115,27245.54,0.0484,236.92,0.0858
2025-02-28,Organic App Traffic,False,,5107,150,33945.4,0.0294,226.3,0.1004
2025-03-01,Store Referral,False,,5467,147,34546.37,0.0269,235.01,0.0857
2025-03-01,SMS Marketing,False,,2963,88,20048.26,0.0297,227.82,0.0848
2025-03-01,WeChat Content,False,,3405,93,21148.14,0.0273,227.4,0.1155
2025-03-01,Private Community,False,,3947,152,30463.47,0.0385,200.42,0.0933
2025-03-01,Organic App Traffic,False,,5739,122,25941.05,0.0213,212.63,0.0917
2025-03-02,Store Referral,False,,4698,138,29697.89,0.0294,215.2,0.0816
2025-03-02,SMS Marketing,False,,2869,104,20211.55,0.0362,194.34,0.0832
2025-03-02,WeChat Content,False,,3179,102,23325.06,0.0321,228.68,0.082
2025-03-02,Private Community,False,,4001,181,37199.77,0.0452,205.52,0.0734
2025-03-02,Organic App Traffic,False,,6389,164,33497.77,0.0257,204.25,0.0989
2025-03-03,Store Referral,False,,6095,221,75385.4,0.0363,341.11,0.0915
2025-03-03,SMS Marketing,False,,3776,156,49581.89,0.0413,317.83,0.0745
2025-03-03,WeChat Content,False,,4012,134,44133.61,0.0334,329.36,0.0776
2025-03-03,Private Community,False,,5231,241,73676.51,0.0461,305.71,0.0815
2025-03-03,Organic App Traffic,False,,8456,260,83848.27,0.0307,322.49,0.0992
2025-03-04,Store Referral,False,,6928,283,86779.64,0.0408,306.64,0.0857
2025-03-04,SMS Marketing,False,,2750,141,50392.89,0.0513,357.4,0.0604
2025-03-04,WeChat Content,False,,4326,165,60387.05,0.0381,365.98,0.0839
2025-03-04,Private Community,False,,4757,267,90688.17,0.0561,339.66,0.0968
2025-03-04,Organic App Traffic,False,,9397,316,111652.67,0.0336,353.33,0.0697
2025-03-05,Store Referral,False,,7077,233,77016.55,0.0329,330.54,0.0686
2025-03-05,SMS Marketing,False,,3713,185,62239.03,0.0498,336.43,0.0992
2025-03-05,WeChat Content,False,,4502,190,62835.53,0.0422,330.71,0.0667
2025-03-05,Private Community,False,,6252,335,116520.16,0.0536,347.82,0.1009
2025-03-05,Organic App Traffic,False,,9255,293,105527.89,0.0317,360.16,0.082
2025-03-06,Store Referral,False,,7977,292,104016.43,0.0366,356.22,0.0865
2025-03-06,SMS Marketing,False,,4844,222,75458.66,0.0458,339.9,0.076
2025-03-06,WeChat Content,False,,6078,226,76170.21,0.0372,337.04,0.0688
2025-03-06,Private Community,False,,6438,328,126289.43,0.0509,385.03,0.0714
2025-03-06,Organic App Traffic,False,,12154,400,149861.14,0.0329,374.65,0.093
2025-03-07,Store Referral,False,,7842,277,111432.0,0.0353,402.28,0.0949
2025-03-07,SMS Marketing,False,,4484,214,79270.46,0.0477,370.42,0.1021
2025-03-07,WeChat Content,False,,5193,217,77370.65,0.0418,356.55,0.086
2025-03-07,Private Community,False,,6483,316,107422.8,0.0487,339.95,0.0944
2025-03-07,Organic App Traffic,False,,10983,317,131552.12,0.0289,414.99,0.0618
2025-03-08,Store Referral,True,International Women's Day Sale,8237,226,94923.7,0.0274,420.02,0.0541
2025-03-08,SMS Marketing,True,International Women's Day Sale,4902,154,62162.03,0.0314,403.65,0.0763
2025-03-08,WeChat Content,True,International Women's Day Sale,6273,209,83496.57,0.0333,399.51,0.104
2025-03-08,Private Community,True,International Women's Day Sale,6621,292,110833.99,0.0441,379.57,0.0789
2025-03-08,Organic App Traffic,True,International Women's Day Sale,12345,279,107561.36,0.0226,385.52,0.09
2025-03-09,Store Referral,False,,6599,209,85374.01,0.0317,408.49,0.0656
2025-03-09,SMS Marketing,False,,4321,169,62125.07,0.0391,367.6,0.0963
2025-03-09,WeChat Content,False,,5113,181,65482.73,0.0354,361.78,0.0835
2025-03-09,Private Community,False,,6290,291,109206.68,0.0463,375.28,0.0631
2025-03-09,Organic App Traffic,False,,10615,258,85293.21,0.0243,330.59,0.1075
2025-03-10,Store Referral,False,,4836,140,43978.32,0.0289,314.13,0.078
2025-03-10,SMS Marketing,False,,2954,114,38586.05,0.0386,338.47,0.1049
2025-03-10,WeChat Content,False,,3452,123,42633.41,0.0356,346.61,0.09
2025-03-10,Private Community,False,,4061,182,55091.0,0.0448,302.7,0.0791
2025-03-10,Organic App Traffic,False,,7506,209,67802.6,0.0278,324.41,0.0896
2025-03-11,Store Referral,False,,5088,155,36591.87,0.0305,236.08,0.088
2025-03-11,SMS Marketing,False,,2914,119,35459.82,0.0408,297.98,0.101
2025-03-11,WeChat Content,False,,3421,110,25680.44,0.0322,233.46,0.0866
2025-03-11,Private Community,False,,3859,191,46449.26,0.0495,243.19,0.096
2025-03-11,Organic App Traffic,False,,8305,216,55487.32,0.026,256.89,0.0924
2025-03-12,Store Referral,False,,6930,247,72539.97,0.0356,293.68,0.0729
2025-03-12,SMS Marketing,False,,3664,142,34533.7,0.0388,243.2,0.1022
2025-03-12,WeChat Content,False,,3954,164,49202.56,0.0415,300.02,0.0798
2025-03-12,Private Community,False,,4885,243,82912.67,0.0497,341.2,0.0646
2025-03-12,Organic App Traffic,False,,9378,254,76427.53,0.0271,300.9,0.106
2025-03-13,Store Referral,False,,7943,269,97616.4,0.0339,362.89,0.0726
2025-03-13,SMS Marketing,False,,4348,193,72943.9,0.0444,377.95,0.07
2025-03-13,WeChat Content,False,,5316,221,83126.33,0.0416,376.14,0.0806
2025-03-13,Private Community,False,,6873,345,134172.66,0.0502,388.91,0.0714
2025-03-13,Organic App Traffic,False,,11426,303,116615.37,0.0265,384.87,0.0823
2025-03-14,Store Referral,False,,8899,331,159183.76,0.0372,480.92,0.0732
2025-03-14,SMS Marketing,False,,4804,231,103759.93,0.0481,449.18,0.084
2025-03-14,WeChat Content,False,,5321,208,99125.34,0.0391,476.56,0.0748
2025-03-14,Private Community,False,,7416,400,165432.37,0.0539,413.58,0.0707
2025-03-14,Organic App Traffic,False,,12075,372,173468.16,0.0308,466.31,0.0837
2025-03-15,Store Referral,False,,8215,260,109412.88,0.0316,420.82,0.0929
2025-03-15,SMS Marketing,False,,5210,237,111825.7,0.0455,471.84,0.0792
2025-03-15,WeChat Content,False,,7016,257,115255.91,0.0366,448.47,0.0915
2025-03-15,Private Community,False,,6445,289,127480.84,0.0448,441.11,0.0827
2025-03-15,Organic App Traffic,False,,15846,453,209399.04,0.0286,462.25,0.0428
2025-03-16,Store Referral,False,,7926,319,140006.61,0.0402,438.89,0.0811
2025-03-16,SMS Marketing,False,,4657,207,98284.5,0.0444,474.8,0.0856
2025-03-16,WeChat Content,False,,5824,198,87956.8,0.034,444.23,0.0481
2025-03-16,Private Community,False,,6962,358,147193.93,0.0514,411.16,0.0815
2025-03-16,Organic App Traffic,False,,10392,312,133440.98,0.03,427.7,0.08
2025-03-17,Store Referral,False,,6413,195,95082.97,0.0304,487.6,0.0782
2025-03-17,SMS Marketing,False,,3228,133,63734.68,0.0412,479.21,0.0925
2025-03-17,WeChat Content,False,,3946,129,69771.05,0.0327,540.86,0.0781
2025-03-17,Private Community,False,,5221,236,114540.21,0.0452,485.34,0.05
2025-03-17,Organic App Traffic,False,,10211,262,130174.03,0.0257,496.85,0.097
2025-03-18,Store Referral,False,,6025,195,98729.16,0.0324,506.3,0.0802
2025-03-18,SMS Marketing,False,,3866,166,76261.93,0.0429,459.41,0.081
2025-03-18,WeChat Content,False,,4674,171,82162.32,0.0366,480.48,0.109
2025-03-18,Private Community,False,,5297,270,124592.6,0.051,461.45,0.0636
2025-03-18,Organic App Traffic,False,,9325,243,104976.46,0.0261,432.0,0.0711
2025-03-19,Store Referral,False,,5296,173,68462.08,0.0327,395.73,0.0841
2025-03-19,SMS Marketing,False,,3105,124,50862.83,0.0399,410.18,0.0648
2025-03-19,WeChat Content,False,,3809,138,56682.54,0.0362,410.74,0.1072
2025-03-19,Private Community,False,,4306,187,72185.52,0.0434,386.02,0.0893
2025-03-19,Organic App Traffic,False,,7818,209,85383.05,0.0267,408.53,0.0754
2025-03-20,Store Referral,False,,4921,125,52300.72,0.0254,418.41,0.0609
2025-03-20,SMS Marketing,False,,2394,91,38369.29,0.038,421.64,0.0778
2025-03-20,WeChat Content,False,,3150,112,46514.03,0.0356,415.3,0.0658
2025-03-20,Private Community,False,,3902,160,76958.28,0.041,480.99,0.1002
2025-03-20,Organic App Traffic,False,,6732,170,67565.16,0.0253,397.44,0.0721
2025-03-21,Store Referral,False,,4949,112,43040.41,0.0226,384.29,0.0774
2025-03-21,SMS Marketing,False,,2960,97,42705.18,0.0328,440.26,0.1056
2025-03-21,WeChat Content,False,,3349,97,41879.9,0.029,431.75,0.0887
2025-03-21,Private Community,False,,3551,129,54002.62,0.0363,418.62,0.0874
2025-03-21,Organic App Traffic,False,,6582,147,59595.0,0.0223,405.41,0.0766
2025-03-22,Store Referral,False,,4224,75,24188.27,0.0178,322.51,0.067
2025-03-22,SMS Marketing,False,,2472,60,18878.38,0.0243,314.64,0.0985
2025-03-22,WeChat Content,False,,3014,60,21030.51,0.0199,350.51,0.0983
2025-03-22,Private Community,False,,3548,111,41572.23,0.0313,374.52,0.0769
2025-03-22,Organic App Traffic,False,,5653,99,35152.12,0.0175,355.07,0.0834
2025-03-23,Store Referral,False,,4821,129,38518.56,0.0268,298.59,0.0684
2025-03-23,SMS Marketing,False,,3397,102,32965.62,0.03,323.19,0.0739
2025-03-23,WeChat Content,False,,3682,104,31665.64,0.0282,304.48,0.0857
2025-03-23,Private Community,False,,3990,169,52458.85,0.0424,310.41,0.0933
2025-03-23,Organic App Traffic,False,,7675,163,48009.59,0.0212,294.54,0.0754
2025-03-24,Store Referral,False,,3486,113,30325.03,0.0324,268.36,0.0713
2025-03-24,SMS Marketing,False,,2424,99,26945.17,0.0408,272.17,0.0854
2025-03-24,WeChat Content,False,,2572,81,24712.4,0.0315,305.09,0.0908
2025-03-24,Private Community,False,,3495,154,43685.33,0.0441,283.67,0.0823
2025-03-24,Organic App Traffic,False,,4892,143,36539.44,0.0292,255.52,0.0784
2025-03-25,Store Referral,False,,5410,173,40960.48,0.032,236.77,0.0914
2025-03-25,SMS Marketing,False,,2692,117,27472.36,0.0435,234.81,0.0726
2025-03-25,WeChat Content,False,,3480,131,27899.99,0.0376,212.98,0.0947
2025-03-25,Private Community,False,,3530,179,43516.79,0.0507,243.11,0.0862
2025-03-25,Organic App Traffic,False,,7721,212,50752.47,0.0275,239.4,0.0778
2025-03-26,Store Referral,False,,4912,153,33249.56,0.0311,217.32,0.0659
2025-03-26,SMS Marketing,False,,2624,97,19557.43,0.037,201.62,0.0864
2025-03-26,WeChat Content,False,,3109,113,22243.36,0.0363,196.84,0.0788
2025-03-26,Private Community,False,,3666,166,36713.57,0.0453,221.17,0.0858
2025-03-26,Organic App Traffic,False,,6436,173,35454.61,0.0269,204.94,0.0697
2025-03-27,Store Referral,False,,4962,166,43699.5,0.0335,263.25,0.0694
2025-03-27,SMS Marketing,False,,3566,165,49617.32,0.0463,300.71,0.0685
2025-03-27,WeChat Content,False,,3616,142,40555.84,0.0393,285.6,0.0783
2025-03-27,Private Community,False,,4058,190,54133.02,0.0468,284.91,0.0752
2025-03-27,Organic App Traffic,False,,7854,241,69885.96,0.0307,289.98,0.0768
2025-03-28,Store Referral,False,,5540,175,48359.31,0.0316,276.34,0.1002
2025-03-28,SMS Marketing,False,,3531,127,39129.49,0.036,308.11,0.0918
2025-03-28,WeChat Content,False,,3368,103,32152.96,0.0306,312.16,0.0816
2025-03-28,Private Community,False,,4756,202,54222.83,0.0425,268.43,0.064
2025-03-28,Organic App Traffic,False,,8386,216,64226.39,0.0258,297.34,0.0428
2025-03-29,Store Referral,False,,5420,166,43624.16,0.0306,262.8,0.0921
2025-03-29,SMS Marketing,False,,3823,153,42887.49,0.04,280.31,0.0738
2025-03-29,WeChat Content,False,,4314,172,45486.8,0.0399,264.46,0.0838
2025-03-29,Private Community,False,,5252,262,66675.15,0.0499,254.49,0.0721
2025-03-29,Organic App Traffic,False,,9393,236,61322.38,0.0251,259.84,0.0864
2025-03-30,Store Referral,False,,6974,228,69429.77,0.0327,304.52,0.0818
2025-03-30,SMS Marketing,False,,4613,183,54038.63,0.0397,295.29,0.0924
2025-03-30,WeChat Content,False,,5317,175,53050.25,0.0329,303.14,0.1003
2025-03-30,Private Community,False,,5569,249,71132.22,0.0447,285.67,0.049
2025-03-30,Organic App Traffic,False,,10491,297,97084.92,0.0283,326.89,0.0636
2025-03-31,Store Referral,False,,5641,219,65854.25,0.0388,300.7,0.0726
2025-03-31,SMS Marketing,False,,3507,151,42184.99,0.0431,279.37,0.1011
2025-03-31,WeChat Content,False,,4702,186,57238.42,0.0396,307.73,0.0868
2025-03-31,Private Community,False,,5575,287,87200.68,0.0515,303.84,0.0832
2025-03-31,Organic App Traffic,False,,9815,309,86362.5,0.0315,279.49,0.0694
2025-04-01,Store Referral,False,,5732,189,44114.91,0.033,233.41,0.0873
2025-04-01,SMS Marketing,False,,3371,138,34727.47,0.0409,251.65,0.0803
2025-04-01,WeChat Content,False,,4024,144,36756.33,0.0358,255.25,0.0976
2025-04-01,Private Community,False,,4826,231,52923.38,0.0479,229.11,0.061
2025-04-01,Organic App Traffic,False,,8642,241,58299.95,0.0279,241.91,0.0922
2025-04-02,Store Referral,False,,6367,193,43588.77,0.0303,225.85,0.0806
2025-04-02,SMS Marketing,False,,3438,140,35890.4,0.0407,256.36,0.0735
2025-04-02,WeChat Content,False,,4130,139,33119.9,0.0337,238.27,0.0816
2025-04-02,Private Community,False,,4986,226,55730.99,0.0453,246.6,0.0627
2025-04-02,Organic App Traffic,False,,9173,256,62991.79,0.0279,246.06,0.084
2025-04-03,Store Referral,False,,5637,168,36860.8,0.0298,219.41,0.0608
2025-04-03,SMS Marketing,False,,3259,140,34899.65,0.043,249.28,0.0659
2025-04-03,WeChat Content,False,,4081,139,38279.61,0.0341,275.39,0.0809
2025-04-03,Private Community,False,,4848,237,62182.79,0.0489,262.37,0.0867
2025-04-03,Organic App Traffic,False,,10047,283,72602.78,0.0282,256.55,0.1016
2025-04-04,Store Referral,False,,6301,191,46809.37,0.0303,245.08,0.0737
2025-04-04,SMS Marketing,False,,3333,151,41004.55,0.0453,271.55,0.0745
2025-04-04,WeChat Content,False,,4358,164,45580.33,0.0376,277.93,0.0889
2025-04-04,Private Community,False,,4641,259,69998.37,0.0558,270.26,0.0607
2025-04-04,Organic App Traffic,False,,8798,261,64480.95,0.0297,247.05,0.1017
2025-04-05,Store Referral,False,,7436,308,94719.39,0.0414,307.53,0.0423
2025-04-05,SMS Marketing,False,,5060,236,68011.05,0.0466,288.18,0.063
2025-04-05,WeChat Content,False,,5085,212,62633.26,0.0417,295.44,0.095
2025-04-05,Private Community,False,,5955,336,113807.71,0.0564,338.71,0.0788
2025-04-05,Organic App Traffic,False,,12268,328,96238.18,0.0267,293.41,0.0805
2025-04-06,Store Referral,False,,7976,306,99600.54,0.0384,325.49,0.066
2025-04-06,SMS Marketing,False,,5753,270,79280.66,0.0469,293.63,0.0727
2025-04-06,WeChat Content,False,,5808,232,77956.08,0.0399,336.02,0.0793
2025-04-06,Private Community,False,,7668,386,120859.42,0.0503,313.11,0.0903
2025-04-06,Organic App Traffic,False,,13004,442,145023.2,0.034,328.11,0.0904
2025-04-07,Store Referral,False,,9765,391,123143.69,0.04,314.95,0.0827
2025-04-07,SMS Marketing,False,,4944,214,73958.46,0.0433,345.6,0.0793
2025-04-07,WeChat Content,False,,5243,225,79082.12,0.0429,351.48,0.0768
2025-04-07,Private Community,False,,6630,367,133720.54,0.0554,364.36,0.0643
2025-04-07,Organic App Traffic,False,,14071,485,151930.42,0.0345,313.26,0.1022
2025-04-08,Store Referral,False,,6996,276,99828.1,0.0395,361.7,0.1009
2025-04-08,SMS Marketing,False,,5575,290,98766.4,0.052,340.57,0.114
2025-04-08,WeChat Content,False,,5613,222,81925.91,0.0396,369.04,0.0788
2025-04-08,Private Community,False,,6449,364,127709.68,0.0564,350.85,0.088
2025-04-08,Organic App Traffic,False,,11407,352,134630.19,0.0309,382.47,0.0596
2025-04-09,Store Referral,False,,8422,267,100469.31,0.0317,376.29,0.1085
2025-04-09,SMS Marketing,False,,5428,239,87887.58,0.044,367.73,0.0689
2025-04-09,WeChat Content,False,,5699,215,84055.63,0.0377,390.96,0.0827
2025-04-09,Private Community,False,,7018,362,119911.63,0.0516,331.25,0.0903
2025-04-09,Organic App Traffic,False,,11725,340,129857.11,0.029,381.93,0.059
2025-04-10,Store Referral,False,,5718,206,82220.4,0.036,399.13,0.0718
2025-04-10,SMS Marketing,False,,3414,145,60454.02,0.0425,416.92,0.0722
2025-04-10,WeChat Content,False,,4026,140,54464.52,0.0348,389.03,0.08
2025-04-10,Private Community,False,,5049,243,99540.8,0.0481,409.63,0.0759
2025-04-10,Organic App Traffic,False,,7997,250,100881.13,0.0313,403.52,0.0949
2025-04-11,Store Referral,False,,4958,131,47604.84,0.0264,363.4,0.0864
2025-04-11,SMS Marketing,False,,3023,109,43991.91,0.0361,403.6,0.0659
2025-04-11,WeChat Content,False,,3242,89,30040.57,0.0275,337.53,0.0831
2025-04-11,Private Community,False,,4454,184,74522.12,0.0413,405.01,0.0746
2025-04-11,Organic App Traffic,False,,6963,154,57494.39,0.0221,373.34,0.0842
2025-04-12,Store Referral,False,,4481,93,28438.97,0.0208,305.8,0.0686
2025-04-12,SMS Marketing,False,,2582,66,18689.63,0.0256,283.18,0.0894
2025-04-12,WeChat Content,False,,3007,75,22186.41,0.0249,295.82,0.0793
2025-04-12,Private Community,False,,3242,102,32392.7,0.0315,317.58,0.0744
2025-04-12,Organic App Traffic,False,,6072,109,33430.54,0.018,306.7,0.0947
2025-04-13,Store Referral,False,,4554,107,51406.63,0.0235,480.44,0.0741
2025-04-13,SMS Marketing,False,,2174,61,27864.94,0.0281,456.8,0.0723
2025-04-13,WeChat Content,False,,2949,71,32799.47,0.0241,461.96,0.091
2025-04-13,Private Community,False,,3321,114,51147.19,0.0343,448.66,0.0797
2025-04-13,Organic App Traffic,False,,5785,91,37411.38,0.0157,411.11,0.0998
2025-04-14,Store Referral,False,,3374,85,37307.89,0.0252,438.92,0.1034
2025-04-14,SMS Marketing,False,,2157,70,29400.4,0.0325,420.01,0.0777
2025-04-14,WeChat Content,False,,2261,71,31171.37,0.0314,439.03,0.0617
2025-04-14,Private Community,False,,3001,111,48895.6,0.037,440.5,0.0901
2025-04-14,Organic App Traffic,False,,5530,120,56245.11,0.0217,468.71,0.0738
2025-04-15,Store Referral,True,Season Refresh,4055,100,45758.97,0.0247,457.59,0.1091
2025-04-15,SMS Marketing,True,Season Refresh,2499,78,36309.09,0.0312,465.5,0.091
