campaign_id,brand,category,subcategory,sku_id,product_name,campaign_type,start_date,end_date,duration_days,base_price,final_price,discount_rate,stock_quantity,traffic,click_through_rate,conversion_rate,orders,gmv,sell_through_rate,refund_rate,overpriced_flag,weak_listing_flag
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Swimwear,NPA-0063,NorthPeak Athletics SunCore Swimwear,New Arrival Launch,2025-06-24,2025-06-29,5,1009.0,998.4,0.011,288,291,0.3186,0.0286,8,7986.98,0.0278,0.0652,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Swimwear,NPA-0023,NorthPeak Athletics SunCore Swimwear,New Arrival Launch,2025-06-24,2025-06-29,5,622.0,600.4,0.138,327,59,0.3533,0.0221,1,600.37,0.0031,0.1087,True,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Yoga Set,NPA-0089,NorthPeak Athletics Everyday Yoga Set,New Arrival Launch,2025-06-24,2025-06-29,5,823.0,788.4,0.042,291,1565,0.258,0.0359,56,44150.78,0.1924,0.0934,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Shell Jacket,NPA-0065,NorthPeak Athletics CloudSoft Shell Jacket,New Arrival Launch,2025-06-24,2025-06-29,5,745.0,672.8,0.097,216,10,0.3777,0.0438,0,0.0,0.0,0.0628,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Outdoor Sandals,NPA-0037,NorthPeak Athletics Limited Outdoor Sandals,New Arrival Launch,2025-06-24,2025-06-29,5,1113.0,1065.8,0.042,314,699,0.2409,0.0283,19,20250.41,0.0605,0.0699,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Hiking Shoes,NPA-0076,NorthPeak Athletics Trail Ready Hiking Shoes,New Arrival Launch,2025-06-24,2025-06-29,5,578.0,521.1,0.098,276,27,0.311,0.0407,1,521.08,0.0036,0.0625,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0068,NorthPeak Athletics New Season Sports Backpack,New Arrival Launch,2025-06-24,2025-06-29,5,656.0,612.6,0.066,148,10,0.2757,0.029,0,0.0,0.0,0.0936,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0064,NorthPeak Athletics Minimal Sports Backpack,New Arrival Launch,2025-06-24,2025-06-29,5,667.0,701.8,0.061,466,1452,0.3013,0.0131,18,12631.52,0.0386,0.0821,True,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Yoga Set,NPA-0066,NorthPeak Athletics Featherweight Yoga Set,New Arrival Launch,2025-06-24,2025-06-29,5,204.0,186.9,0.084,237,2720,0.3723,0.0372,101,18877.23,0.4262,0.074,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0002,NorthPeak Athletics Breeze Sports Backpack,New Arrival Launch,2025-06-24,2025-06-29,5,996.0,991.7,0.004,405,351,0.3255,0.0362,12,11900.21,0.0296,0.0766,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Quick-Dry Tee,NPA-0004,NorthPeak Athletics Minimal Quick-Dry Tee,New Arrival Launch,2025-06-24,2025-06-29,5,547.0,520.7,0.048,285,611,0.2726,0.0443,27,14057.91,0.0947,0.0595,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Down Jacket,NPA-0055,NorthPeak Athletics CushionFlex Down Jacket,New Arrival Launch,2025-06-24,2025-06-29,5,238.0,214.8,0.098,151,29,0.319,0.0415,1,214.79,0.0066,0.1008,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0045,NorthPeak Athletics CloudSoft Sports Backpack,New Arrival Launch,2025-06-24,2025-06-29,5,478.0,483.6,0.097,685,10,0.2651,0.0129,0,0.0,0.0,0.1131,True,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Quick-Dry Tee,NPA-0005,NorthPeak Athletics CloudSoft Quick-Dry Tee,New Arrival Launch,2025-06-24,2025-06-29,5,362.0,393.5,0.03,131,10,0.3727,0.0124,0,0.0,0.0,0.1405,True,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0022,NorthPeak Athletics Breeze Sports Backpack,New Arrival Launch,2025-06-24,2025-06-29,5,967.0,893.9,0.076,278,23,0.1663,0.0196,0,0.0,0.0,0.1168,False,True
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Shell Jacket,NPA-0029,NorthPeak Athletics Everyday Shell Jacket,New Arrival Launch,2025-06-24,2025-06-29,5,597.0,580.2,0.028,87,283,0.3443,0.0398,11,6381.79,0.1264,0.07,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Outdoor Sandals,NPA-0083,NorthPeak Athletics SunCore Outdoor Sandals,New Arrival Launch,2025-06-24,2025-06-29,5,962.0,932.3,0.031,308,172,0.3234,0.0361,6,5593.95,0.0195,0.0517,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Shell Jacket,NPA-0070,NorthPeak Athletics Comfort Fit Shell Jacket,New Arrival Launch,2025-06-24,2025-06-29,5,351.0,318.0,0.094,629,1025,0.3213,0.0427,43,13675.79,0.0684,0.0857,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Training Pants,NPA-0031,NorthPeak Athletics Urban Training Pants,New Arrival Launch,2025-06-24,2025-06-29,5,383.0,353.3,0.077,692,52,0.43,0.0486,2,706.69,0.0029,0.0609,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Training Shoes,NPA-0060,NorthPeak Athletics Durable Training Shoes,New Arrival Launch,2025-06-24,2025-06-29,5,1178.0,1014.2,0.139,496,1881,0.2624,0.0325,61,61868.26,0.123,0.0712,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Hiking Shoes,NPA-0017,NorthPeak Athletics Limited Hiking Shoes,New Arrival Launch,2025-06-24,2025-06-29,5,903.0,851.8,0.057,201,1486,0.3097,0.0242,35,29814.65,0.1741,0.0856,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Down Jacket,NPA-0035,NorthPeak Athletics CushionFlex Down Jacket,New Arrival Launch,2025-06-24,2025-06-29,5,541.0,568.5,0.062,227,53,0.2667,0.0122,0,0.0,0.0,0.099,True,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0036,NorthPeak Athletics Trail Ready Sports Backpack,New Arrival Launch,2025-06-24,2025-06-29,5,405.0,413.3,0.089,507,2860,0.1414,0.0085,24,9918.03,0.0473,0.1006,True,True
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Outdoor Sandals,NPA-0054,NorthPeak Athletics GripPro Outdoor Sandals,New Arrival Launch,2025-06-24,2025-06-29,5,692.0,676.6,0.022,479,10,0.1754,0.0306,0,0.0,0.0,0.0762,False,True
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Swimwear,NPA-0013,NorthPeak Athletics Breathable Swimwear,New Arrival Launch,2025-06-24,2025-06-29,5,820.0,761.0,0.072,283,382,0.1821,0.0265,10,7610.11,0.0353,0.1135,False,True
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Quick-Dry Tee,NPA-0024,NorthPeak Athletics Minimal Quick-Dry Tee,New Arrival Launch,2025-06-24,2025-06-29,5,874.0,871.4,0.003,374,25,0.2432,0.0415,1,871.43,0.0027,0.0838,False,False
CAMP00020,NorthPeak Athletics,Sports & Outdoor,Quick-Dry Tee,NPA-0061,NorthPeak Athletics AirLite Quick-Dry Tee,New Arrival Launch,2025-06-24,2025-06-29,5,931.0,1037.0,0.005,140,452,0.3903,0.0184,8,8296.25,0.0571,0.129,True,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0068,NorthPeak Athletics New Season Sports Backpack,Mega Campaign,2025-07-06,2025-07-11,5,656.0,438.2,0.332,94,10,0.286,0.0606,0,0.0,0.0,0.0769,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0073,NorthPeak Athletics Breathable Sports Backpack,Mega Campaign,2025-07-06,2025-07-11,5,282.0,196.2,0.304,755,709,0.2067,0.0344,24,4709.62,0.0318,0.0776,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Yoga Set,NPA-0071,NorthPeak Athletics Urban Yoga Set,Mega Campaign,2025-07-06,2025-07-11,5,560.0,320.2,0.428,406,126,0.3856,0.0739,9,2881.41,0.0222,0.0627,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0050,NorthPeak Athletics Comfort Fit Sports Backpack,Mega Campaign,2025-07-06,2025-07-11,5,642.0,448.7,0.301,129,26,0.3143,0.057,1,448.71,0.0078,0.0665,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Hiking Shoes,NPA-0056,NorthPeak Athletics Trail Ready Hiking Shoes,Mega Campaign,2025-07-06,2025-07-11,5,1000.0,580.0,0.42,126,315,0.1743,0.0518,16,9279.33,0.127,0.0862,False,True
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Outdoor Sandals,NPA-0037,NorthPeak Athletics Limited Outdoor Sandals,Mega Campaign,2025-07-06,2025-07-11,5,1113.0,615.0,0.447,484,12,0.243,0.0459,0,0.0,0.0,0.0578,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Down Jacket,NPA-0027,NorthPeak Athletics Classic Down Jacket,Mega Campaign,2025-07-06,2025-07-11,5,320.0,184.0,0.425,349,28,0.3025,0.0923,2,367.98,0.0057,0.0669,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Training Shoes,NPA-0032,NorthPeak Athletics Lumen Training Shoes,Mega Campaign,2025-07-06,2025-07-11,5,370.0,269.9,0.27,647,1310,0.2606,0.0734,96,25914.23,0.1484,0.0843,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0022,NorthPeak Athletics Breeze Sports Backpack,Mega Campaign,2025-07-06,2025-07-11,5,967.0,595.2,0.385,36,915,0.1344,0.0494,45,26783.04,1.0,0.1276,False,True
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Yoga Set,NPA-0052,NorthPeak Athletics Lumen Yoga Set,Mega Campaign,2025-07-06,2025-07-11,5,767.0,578.7,0.326,310,274,0.2041,0.0209,5,2893.43,0.0161,0.102,True,True
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Hiking Shoes,NPA-0017,NorthPeak Athletics Limited Hiking Shoes,Mega Campaign,2025-07-06,2025-07-11,5,903.0,548.3,0.393,457,770,0.3232,0.0747,57,31252.26,0.1247,0.0456,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Quick-Dry Tee,NPA-0019,NorthPeak Athletics TechFeel Quick-Dry Tee,Mega Campaign,2025-07-06,2025-07-11,5,1007.0,653.8,0.351,62,877,0.3122,0.0805,70,45763.34,1.0,0.1126,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0045,NorthPeak Athletics CloudSoft Sports Backpack,Mega Campaign,2025-07-06,2025-07-11,5,478.0,358.5,0.33,494,722,0.2929,0.022,15,5377.92,0.0304,0.1118,True,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Quick-Dry Tee,NPA-0024,NorthPeak Athletics Minimal Quick-Dry Tee,Mega Campaign,2025-07-06,2025-07-11,5,874.0,672.1,0.231,266,665,0.3112,0.0695,46,30915.24,0.1729,0.0891,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Yoga Set,NPA-0077,NorthPeak Athletics Limited Yoga Set,Mega Campaign,2025-07-06,2025-07-11,5,280.0,180.6,0.355,436,340,0.4182,0.081,27,4877.38,0.0619,0.0854,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Hiking Shoes,NPA-0075,NorthPeak Athletics CushionFlex Hiking Shoes,Mega Campaign,2025-07-06,2025-07-11,5,790.0,520.0,0.342,264,10,0.3517,0.0808,0,0.0,0.0,0.0802,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Down Jacket,NPA-0047,NorthPeak Athletics Classic Down Jacket,Mega Campaign,2025-07-06,2025-07-11,5,672.0,434.0,0.354,191,362,0.3242,0.0565,20,8680.96,0.1047,0.0969,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Hiking Shoes,NPA-0034,NorthPeak Athletics GripPro Hiking Shoes,Mega Campaign,2025-07-06,2025-07-11,5,323.0,261.4,0.278,222,79,0.3241,0.0308,2,522.71,0.009,0.1079,True,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Quick-Dry Tee,NPA-0001,NorthPeak Athletics AirLite Quick-Dry Tee,Mega Campaign,2025-07-06,2025-07-11,5,250.0,175.2,0.374,633,14,0.3084,0.0361,0,0.0,0.0,0.1134,True,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Hiking Shoes,NPA-0069,NorthPeak Athletics Everyday Hiking Shoes,Mega Campaign,2025-07-06,2025-07-11,5,1096.0,816.1,0.255,115,1592,0.3831,0.0809,128,104455.4,1.0,0.0854,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Outdoor Sandals,NPA-0078,NorthPeak Athletics Vintage Outdoor Sandals,Mega Campaign,2025-07-06,2025-07-11,5,957.0,640.7,0.331,137,10,0.3201,0.0742,0,0.0,0.0,0.0642,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Quick-Dry Tee,NPA-0005,NorthPeak Athletics CloudSoft Quick-Dry Tee,Mega Campaign,2025-07-06,2025-07-11,5,362.0,305.5,0.247,364,198,0.327,0.0296,5,1527.4,0.0137,0.1263,True,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Swimwear,NPA-0033,NorthPeak Athletics Breathable Swimwear,Mega Campaign,2025-07-06,2025-07-11,5,1226.0,680.4,0.445,44,488,0.3143,0.0748,36,24495.88,0.8182,0.0955,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Yoga Set,NPA-0066,NorthPeak Athletics Featherweight Yoga Set,Mega Campaign,2025-07-06,2025-07-11,5,204.0,117.4,0.424,243,1633,0.3204,0.0563,91,10685.77,0.3745,0.0735,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Hiking Shoes,NPA-0086,NorthPeak Athletics Featherweight Hiking Shoes,Mega Campaign,2025-07-06,2025-07-11,5,446.0,258.1,0.421,440,176,0.331,0.0862,15,3871.67,0.0341,0.0747,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0081,NorthPeak Athletics AirLite Sports Backpack,Mega Campaign,2025-07-06,2025-07-11,5,734.0,566.5,0.311,409,297,0.319,0.0241,7,3965.31,0.0171,0.1144,True,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Training Pants,NPA-0003,NorthPeak Athletics SunCore Training Pants,Mega Campaign,2025-07-06,2025-07-11,5,583.0,438.2,0.248,110,120,0.3693,0.0926,11,4819.8,0.1,0.0755,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Down Jacket,NPA-0016,NorthPeak Athletics Trail Ready Down Jacket,Mega Campaign,2025-07-06,2025-07-11,5,615.0,461.9,0.329,121,10,0.2647,0.0308,0,0.0,0.0,0.1041,True,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Training Shoes,NPA-0012,NorthPeak Athletics Lumen Training Shoes,Mega Campaign,2025-07-06,2025-07-11,5,235.0,152.7,0.42,291,1076,0.2211,0.0252,27,4123.51,0.0928,0.127,True,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Yoga Set,NPA-0089,NorthPeak Athletics Everyday Yoga Set,Mega Campaign,2025-07-06,2025-07-11,5,823.0,483.6,0.412,304,216,0.3211,0.0699,15,7253.7,0.0493,0.1208,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Training Pants,NPA-0031,NorthPeak Athletics Urban Training Pants,Mega Campaign,2025-07-06,2025-07-11,5,383.0,219.8,0.426,153,13,0.3223,0.0824,1,219.83,0.0065,0.069,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0014,NorthPeak Athletics GripPro Sports Backpack,Mega Campaign,2025-07-06,2025-07-11,5,865.0,557.7,0.355,333,299,0.3178,0.0728,21,11712.27,0.0631,0.0795,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Quick-Dry Tee,NPA-0020,NorthPeak Athletics Durable Quick-Dry Tee,Mega Campaign,2025-07-06,2025-07-11,5,735.0,510.8,0.379,452,208,0.3985,0.0325,6,3065.05,0.0133,0.1423,True,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Training Shoes,NPA-0062,NorthPeak Athletics Breeze Training Shoes,Mega Campaign,2025-07-06,2025-07-11,5,1094.0,780.6,0.287,358,259,0.3373,0.0696,18,14049.97,0.0503,0.06,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Hiking Shoes,NPA-0059,NorthPeak Athletics TechFeel Hiking Shoes,Mega Campaign,2025-07-06,2025-07-11,5,352.0,217.4,0.382,623,640,0.2386,0.0459,29,6303.61,0.0465,0.0428,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Shell Jacket,NPA-0082,NorthPeak Athletics Breeze Shell Jacket,Mega Campaign,2025-07-06,2025-07-11,5,822.0,556.9,0.323,84,1818,0.2641,0.0433,78,43434.9,0.9286,0.0477,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Shell Jacket,NPA-0058,NorthPeak Athletics Vintage Shell Jacket,Mega Campaign,2025-07-06,2025-07-11,5,931.0,695.1,0.253,342,898,0.2394,0.0608,54,37533.28,0.1579,0.0851,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Hiking Shoes,NPA-0039,NorthPeak Athletics TechFeel Hiking Shoes,Mega Campaign,2025-07-06,2025-07-11,5,783.0,493.8,0.369,394,264,0.3459,0.0811,21,10369.66,0.0533,0.0781,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Down Jacket,NPA-0035,NorthPeak Athletics CushionFlex Down Jacket,Mega Campaign,2025-07-06,2025-07-11,5,541.0,459.8,0.241,145,418,0.2686,0.0252,10,4598.17,0.069,0.0905,True,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Training Pants,NPA-0008,NorthPeak Athletics New Season Training Pants,Mega Campaign,2025-07-06,2025-07-11,5,464.0,327.3,0.37,523,182,0.2547,0.0236,4,1309.23,0.0076,0.1064,True,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Down Jacket,NPA-0055,NorthPeak Athletics CushionFlex Down Jacket,Mega Campaign,2025-07-06,2025-07-11,5,238.0,183.9,0.227,642,162,0.3407,0.0759,12,2207.21,0.0187,0.0828,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Shell Jacket,NPA-0065,NorthPeak Athletics CloudSoft Shell Jacket,Mega Campaign,2025-07-06,2025-07-11,5,745.0,548.4,0.264,267,37,0.3561,0.0721,2,1096.82,0.0075,0.0655,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Quick-Dry Tee,NPA-0084,NorthPeak Athletics Minimal Quick-Dry Tee,Mega Campaign,2025-07-06,2025-07-11,5,968.0,646.6,0.332,251,10,0.3439,0.0729,0,0.0,0.0,0.09,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0030,NorthPeak Athletics Comfort Fit Sports Backpack,Mega Campaign,2025-07-06,2025-07-11,5,901.0,499.6,0.446,61,10,0.3216,0.0719,0,0.0,0.0,0.0808,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Outdoor Sandals,NPA-0074,NorthPeak Athletics GripPro Outdoor Sandals,Mega Campaign,2025-07-06,2025-07-11,5,622.0,456.0,0.267,471,10,0.4075,0.0694,0,0.0,0.0,0.07,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Training Shoes,NPA-0090,NorthPeak Athletics Comfort Fit Training Shoes,Mega Campaign,2025-07-06,2025-07-11,5,275.0,217.8,0.208,488,365,0.3062,0.0735,26,5662.22,0.0533,0.0678,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Training Pants,NPA-0046,NorthPeak Athletics Featherweight Training Pants,Mega Campaign,2025-07-06,2025-07-11,5,1197.0,802.5,0.33,459,259,0.2821,0.0641,16,12840.04,0.0349,0.0661,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Shell Jacket,NPA-0007,NorthPeak Athletics Classic Shell Jacket,Mega Campaign,2025-07-06,2025-07-11,5,306.0,199.5,0.348,254,874,0.3538,0.0768,67,13368.77,0.2638,0.0845,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Training Pants,NPA-0043,NorthPeak Athletics SunCore Training Pants,Mega Campaign,2025-07-06,2025-07-11,5,539.0,360.7,0.331,471,106,0.2854,0.0745,7,2525.01,0.0149,0.0981,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Training Shoes,NPA-0006,NorthPeak Athletics Featherweight Training Shoes,Mega Campaign,2025-07-06,2025-07-11,5,600.0,357.9,0.404,331,2464,0.3681,0.0916,225,80526.12,0.6798,0.0598,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Swimwear,NPA-0079,NorthPeak Athletics TechFeel Swimwear,Mega Campaign,2025-07-06,2025-07-11,5,887.0,631.8,0.288,431,661,0.3534,0.0621,41,25903.61,0.0951,0.126,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Swimwear,NPA-0023,NorthPeak Athletics SunCore Swimwear,Mega Campaign,2025-07-06,2025-07-11,5,622.0,517.4,0.257,457,10,0.351,0.0334,0,0.0,0.0,0.1039,True,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Hiking Shoes,NPA-0015,NorthPeak Athletics CushionFlex Hiking Shoes,Mega Campaign,2025-07-06,2025-07-11,5,235.0,156.4,0.335,567,78,0.3598,0.0694,5,781.76,0.0088,0.1001,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Yoga Set,NPA-0041,NorthPeak Athletics AirLite Yoga Set,Mega Campaign,2025-07-06,2025-07-11,5,361.0,221.5,0.386,263,10,0.3669,0.0848,0,0.0,0.0,0.086,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Down Jacket,NPA-0044,NorthPeak Athletics Minimal Down Jacket,Mega Campaign,2025-07-06,2025-07-11,5,891.0,644.1,0.277,75,856,0.3224,0.0599,51,32846.71,0.68,0.1009,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Quick-Dry Tee,NPA-0004,NorthPeak Athletics Minimal Quick-Dry Tee,Mega Campaign,2025-07-06,2025-07-11,5,547.0,331.6,0.394,339,1442,0.3779,0.0916,132,43773.23,0.3894,0.0825,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Down Jacket,NPA-0018,NorthPeak Athletics Vintage Down Jacket,Mega Campaign,2025-07-06,2025-07-11,5,723.0,468.3,0.422,327,12,0.2321,0.0239,0,0.0,0.0,0.1291,True,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0026,NorthPeak Athletics Featherweight Sports Backpack,Mega Campaign,2025-07-06,2025-07-11,5,620.0,378.4,0.39,414,15,0.2741,0.0837,1,378.36,0.0024,0.049,False,False
CAMP00021,NorthPeak Athletics,Sports & Outdoor,Yoga Set,NPA-0038,NorthPeak Athletics Vintage Yoga Set,Mega Campaign,2025-07-06,2025-07-11,5,1236.0,685.3,0.446,324,965,0.4137,0.0817,78,53453.36,0.2407,0.0645,False,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Yoga Set,NPA-0038,NorthPeak Athletics Vintage Yoga Set,Regular Sale,2025-07-29,2025-08-01,3,1236.0,1099.6,0.11,222,47,0.3259,0.0636,2,2199.21,0.009,0.0504,False,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Down Jacket,NPA-0067,NorthPeak Athletics Classic Down Jacket,Regular Sale,2025-07-29,2025-08-01,3,831.0,732.6,0.118,485,1816,0.3626,0.0613,111,81321.09,0.2289,0.1064,False,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Hiking Shoes,NPA-0075,NorthPeak Athletics CushionFlex Hiking Shoes,Regular Sale,2025-07-29,2025-08-01,3,790.0,575.3,0.272,429,10,0.3125,0.0818,0,0.0,0.0,0.0768,False,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Yoga Set,NPA-0071,NorthPeak Athletics Urban Yoga Set,Regular Sale,2025-07-29,2025-08-01,3,560.0,429.0,0.234,474,100,0.3467,0.0666,6,2574.27,0.0127,0.0632,False,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Hiking Shoes,NPA-0069,NorthPeak Athletics Everyday Hiking Shoes,Regular Sale,2025-07-29,2025-08-01,3,1096.0,884.0,0.193,243,111,0.335,0.0708,7,6188.0,0.0288,0.0697,False,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Training Shoes,NPA-0012,NorthPeak Athletics Lumen Training Shoes,Regular Sale,2025-07-29,2025-08-01,3,235.0,203.4,0.227,485,10,0.2267,0.0184,0,0.0,0.0,0.1313,True,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Yoga Set,NPA-0052,NorthPeak Athletics Lumen Yoga Set,Regular Sale,2025-07-29,2025-08-01,3,767.0,703.8,0.181,464,10,0.1793,0.0201,0,0.0,0.0,0.1422,True,True
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Shell Jacket,NPA-0010,NorthPeak Athletics Comfort Fit Shell Jacket,Regular Sale,2025-07-29,2025-08-01,3,220.0,194.2,0.117,515,20,0.2804,0.0589,1,194.15,0.0019,0.052,False,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0073,NorthPeak Athletics Breathable Sports Backpack,Regular Sale,2025-07-29,2025-08-01,3,282.0,248.5,0.119,360,13,0.2221,0.04,0,0.0,0.0,0.1149,False,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Quick-Dry Tee,NPA-0005,NorthPeak Athletics CloudSoft Quick-Dry Tee,Regular Sale,2025-07-29,2025-08-01,3,362.0,362.7,0.105,295,930,0.2533,0.0193,17,6165.92,0.0576,0.1345,True,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Quick-Dry Tee,NPA-0001,NorthPeak Athletics AirLite Quick-Dry Tee,Regular Sale,2025-07-29,2025-08-01,3,250.0,201.6,0.28,108,1462,0.3335,0.0286,41,8266.57,0.3796,0.109,True,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Training Shoes,NPA-0060,NorthPeak Athletics Durable Training Shoes,Regular Sale,2025-07-29,2025-08-01,3,1178.0,938.0,0.204,345,1036,0.3028,0.0535,55,51592.34,0.1594,0.093,False,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Down Jacket,NPA-0021,NorthPeak Athletics AirLite Down Jacket,Regular Sale,2025-07-29,2025-08-01,3,535.0,392.8,0.266,176,10,0.2751,0.0604,0,0.0,0.0,0.0457,False,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Outdoor Sandals,NPA-0054,NorthPeak Athletics GripPro Outdoor Sandals,Regular Sale,2025-07-29,2025-08-01,3,692.0,570.8,0.175,378,1863,0.2031,0.0416,77,43952.23,0.2037,0.1029,False,True
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Sports Backpack,NPA-0050,NorthPeak Athletics Comfort Fit Sports Backpack,Regular Sale,2025-07-29,2025-08-01,3,642.0,530.6,0.173,207,117,0.368,0.0705,8,4244.99,0.0386,0.0666,False,False
CAMP00022,NorthPeak Athletics,Sports & Outdoor,Swimwear,NPA-0079,NorthPeak Athletics TechFeel Swimwear,Regular Sale,2025-07-29,2025-08-01,3,887.0,788.1,0.111,191,699,0.333,0.0623,43,33889.82,0.2251,0.0982,False,False
